#x y
0.04718	-0.10372
0.04720	-0.10146
0.04723	-0.09342
0.04725	-0.08764
0.04728	-0.07960
0.04730	-0.07345
0.04733	-0.06352
0.04735	-0.05548
0.04738	-0.04543
0.04740	-0.03739
0.04743	-0.02633
0.04745	-0.02131
0.04748	-0.01126
0.04750	-0.00121
0.04753	0.00771
0.04755	0.01487
0.04758	0.02291
0.04760	0.02894
0.04763	0.03698
0.04765	0.04100
0.04768	0.04603
0.04770	0.04703
0.04773	0.05206
0.04775	0.05495
0.04778	0.05407
0.04780	0.05495
0.04783	0.05394
0.04785	0.05105
0.04788	0.04804
